Представление,Основной контакт,ЭДО,Основные сведения
ТРОСКАН ООО,Песцов Андрей Николаевич,,"ООО ""ТРОСКАН""
ИНН 7204186620
КПП 722401001
ОГРН 1137232000960
625501, Тюменская область, м.р-н Тюменский, с.п. Московское, п Московский, ул Бурлаки, здание 29В, этаж 2, ОФИС 2
89223940451
625501, Тюменская область, м.р-н Тюменский, с.п. Московское, п Московский, ул Бурлаки, здание 29В, этаж 2, ОФИС 2
625501, Тюменская область, м.р-н Тюменский, с.п. Московское, п Московский, ул Бурлаки, здание 29В, этаж 2, ОФИС 2
Песцов Андрей Николаевич
Ерохин Андрей Сергеевич"
ТРОФИ ООО,Полежака Руслан Сергеевич,1,"ООО ""ТРОФИ""
ИНН 7816675949
КПП 781601001
ОГРН 1187847181477
192102, Санкт-Петербург г, ул. Салова, дом 57, корпус 1, литер И, помещение 8
192102, Санкт-Петербург г, ул. Салова, дом 57, корпус 1, литер И, помещение 8
Полежака Руслан Сергеевич
Прыткина Анна Николаевна"
Трофимов Антон Владимирович,,1,"ИП Трофимов Антон Владимирович
ИНН 732593699276
ОГРН ИП 319732500010853
Прыткина Анна Николаевна"
Трощенкова Маргарита Владимировна,,1,"ИП Трощенкова Маргарита Владимировна
ИНН 246106265369
ОГРН ИП 318246800080355
Клешнина Ольга Васильевна"
ТР-Пром ООО,,1,"ООО ""ТР-Пром""
ИНН 5260402624
sales@stanoktr.ru
7-831-213-68-21
603000,г. Нижний Новогород, ул. Большая Покровская, д. 48, оф. 4
603000,г. Нижний Новогород, ул. Большая Покровская, д. 48, оф. 4"
ТРУБНОЕ РЕШЕНИЕ КРАСНОЯРСК ООО ПО,,,"ООО ПО ""ТРУБНОЕ РЕШЕНИЕ КРАСНОЯРСК""
ИНН 2466189370
КПП 246601001
ОГРН 1182468015839
660048, Красноярский край, г. Красноярск, ул. Караульная, дом 31, офис 603
660048, Красноярский край, г. Красноярск, ул. Караульная, дом 31, офис 603
660048, Красноярский край, г. Красноярск, ул. Караульная, дом 31, офис 603"
Трунов Роман Анатольевич,,1,"Трунов Роман Анатольевич
г. Москва р-н «Ново-Косино» ул. Новокосинская д. 28 кв. 55
Акимов Александр"
Трыков Павел Алексеевич,,1,"Трыков Павел Алексеевич
ИНН 246410462924
Клешнина Ольга Васильевна"
ТрэйдКом ООО,,1,"ООО ""ТрэйдКом""
ИНН 2465104528
(391) 256-35-88; 224-99-54; факс (391) 256-40-70
660112, Красноярский край, Красноярск г, Металлургов пр-кт, дом № 22, оф.13
660112, Красноярский край, Красноярск г, Металлургов пр-кт, дом № 22, оф.13"
ТРЭКОЛ ООО НПФ,Князьков Вадим Николаевич,,"ООО НПФ ""ТРЭКОЛ""
ИНН 7706029910
КПП 502701001
ОГРН 1037700104386
140015, Московская область, г.о. Люберцы, г Люберцы, ул Инициативная, дом 3, комната 41
7459364
140015, Московская область, г.о. Люберцы, г Люберцы, ул Инициативная, дом 3, комната 41
140015, Московская область, г.о. Люберцы, г Люберцы, ул Инициативная, дом 3, комната 41


Князьков Вадим Николаевич
Администратор"
ТСК ГРАНДАВТО ООО,Кашапова Лариса Анатольевна,,"ООО ""ТСК ГРАНДАВТО""
ИНН 2452200390
КПП 246601001
ОГРН 1112452001584
+79130305060
660118, Красноярский край, г. Красноярск, ш. Северное, дом 17И
660118, Красноярский край, г. Красноярск, ш. Северное, дом 17И
Кашапова Лариса Анатольевна
Прыткина Анна Николаевна"
ТСК ДЕТАЛЬ ООО,Гильфанов Ринат Раисович,1,"ООО ""ТСК ДЕТАЛЬ""
ИНН 7733318502
КПП 773101001
ОГРН 1177746250879
zaripova.a@klassauto.ru
8-965-618-47-27
(8552)205-005 доб. 1202
121609, Москва г, ул. Осенняя, дом 23, Э 8 ПОМ I К 6
121609, Москва г, ул. Осенняя, дом 23, Э 8 ПОМ I К 6
Гильфанов Ринат Раисович
Прыткина Анна Николаевна"
ТСК ООО,Ганзя Максим Викторович,,"ООО ""ТСК""
ИНН 6950122431
КПП 773001001
ОГРН 1106952024475
121059, Город Москва, наб. Бережковская, дом 20, строение 35, этаж 3, помещение I, комната 2В
121059, Город Москва, наб. Бережковская, дом 20, строение 35, этаж 3, помещение I, комната 2В
Ганзя Максим Викторович
Андреев Семен Владимирович"
ТСК ООО,Ганзя Максим Викторович,,"ООО ""ТСК""
ИНН 6950122431
КПП 773001001
ОГРН 1106952024475
info@tsk-msk.ru
84952696109
121059, Город Москва, наб. Бережковская, дом 20, строение 35, этаж 3, помещение I, комната 2В
121059, Город Москва, наб. Бережковская, дом 20, строение 35, этаж 3, помещение I, комната 2В
Ганзя Максим Викторович
Епищенко Анатолий"
ТСК ООО,Оксентюк Дмитрий Андреевич,1,"ООО ""ТСК""
ИНН 5410070811
КПП 541001001
ОГРН 1175476107102
630027, Новосибирская обл, Новосибирск г, Дунаевского ул, дом № 1, этаж 3, офис 15
630027, Новосибирская обл, Новосибирск г, Дунаевского ул, дом № 1, этаж 3, офис 15


Оксентюк Дмитрий Андреевич
Администратор"
ТСК РЕГИОН 24 ООО,Голубев Дмитрий Владиславович,1,"ООО ""ТСК РЕГИОН 24""
ИНН 2463119448
КПП 246301001
ОГРН 1192468038476
660028, Красноярский край, Красноярск г, Телевизорная ул, дом 1, строение 31, помещение 18
660028, Красноярский край, Красноярск г, Телевизорная ул, дом 1, строение 31, помещение 18


Голубев Дмитрий Владиславович
Клешнина Ольга Васильевна"
ТС-КОНТЕЙНЕР ООО,Ермаков Владимир Александрович,1,"ООО ""ТС-КОНТЕЙНЕР""
ИНН 6678012967
КПП 667801001
ОГРН 1126678006267
620107, Свердловская обл, Екатеринбург г, Готвальда ул, дом 14А, офис 10
620107, Свердловская обл, Екатеринбург г, Готвальда ул, дом 14А, офис 10
Ермаков Владимир Александрович
Клешнина Ольга Васильевна"
ТСС НН ООО,Космачёв Евгений Валерьевич,,"ООО ""ТСС НН""
ИНН 5256049131
КПП 525601001
ОГРН 1045207048150
603034, Нижегородская область, г.о. Город Нижний Новгород, г Нижний Новгород, ул Удмуртская, дом 4В, этаж 2 ПОМЕЩЕНИЕ 14
603034, Нижегородская область, г.о. Город Нижний Новгород, г Нижний Новгород, ул Удмуртская, дом 4В, этаж 2 ПОМЕЩЕНИЕ 14
603034, Нижегородская область, г.о. Город Нижний Новгород, г Нижний Новгород, ул Удмуртская, дом 4В, этаж 2 ПОМЕЩЕНИЕ 14


Космачёв Евгений Валерьевич
Яковлева Екатерина Ивановна"
